S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
5396,04/04/2020,Jammu and Kashmir,75,70,3,2
5397,05/04/2020,Jammu and Kashmir,92,86,4,2
5398,06/04/2020,Jammu and Kashmir,106,100,4,2
5399,07/04/2020,Jammu and Kashmir,109,103,4,2
5400,08/04/2020,Jammu and Kashmir,116,110,4,2
5401,09/04/2020,Jammu and Kashmir,158,150,4,4
5402,10/04/2020,Jammu and Kashmir,158,150,4,4
5403,11/04/2020,Jammu and Kashmir,207,197,6,4
5404,12/04/2020,Jammu and Kashmir,207,197,6,4
5405,13/04/2020,Jammu and Kashmir,245,235,6,4
5406,14/04/2020,Jammu and Kashmir,270,250,16,4
5407,15/04/2020,Jammu and Kashmir,278,244,30,4
5408,16/04/2020,Jammu and Kashmir,300,260,36,4
5409,17/04/2020,Jammu and Kashmir,314,272,38,4
5410,18/04/2020,Jammu and Kashmir,328,281,42,5
5411,19/04/2020,Jammu and Kashmir,341,285,51,5
5412,20/04/2020,Jammu and Kashmir,350,289,56,5
5413,21/04/2020,Jammu and Kashmir,368,292,71,5
5414,22/04/2020,Jammu and Kashmir,380,294,81,5
5415,23/04/2020,Jammu and Kashmir,407,310,92,5
5416,24/04/2020,Jammu and Kashmir,427,330,92,5
5417,25/04/2020,Jammu and Kashmir,454,340,109,5
5418,26/04/2020,Jammu and Kashmir,494,376,112,6
5419,27/04/2020,Jammu and Kashmir,523,380,137,6
5420,28/04/2020,Jammu and Kashmir,546,375,164,7
5421,29/04/2020,Jammu and Kashmir,565,381,176,8
5422,30/04/2020,Jammu and Kashmir,581,381,192,8
5423,01/05/2020,Jammu and Kashmir,614,390,216,8
5424,02/05/2020,Jammu and Kashmir,639,384,247,8
5425,03/05/2020,Jammu and Kashmir,666,404,254,8
5426,04/05/2020,Jammu and Kashmir,701,406,287,8
5427,05/05/2020,Jammu and Kashmir,726,415,303,8
5428,06/05/2020,Jammu and Kashmir,741,413,320,8
5429,07/05/2020,Jammu and Kashmir,775,445,322,8
5430,08/05/2020,Jammu and Kashmir,793,449,335,9
5431,09/05/2020,Jammu and Kashmir,823,450,364,9
5432,10/05/2020,Jammu and Kashmir,836,459,368,9
5433,11/05/2020,Jammu and Kashmir,861,469,383,9
5434,12/05/2020,Jammu and Kashmir,879,442,427,10
5435,13/05/2020,Jammu and Kashmir,934,469,455,10
5436,14/05/2020,Jammu and Kashmir,971,494,466,11
5437,15/05/2020,Jammu and Kashmir,983,487,485,11
5438,16/05/2020,Jammu and Kashmir,1013,489,513,11
5439,17/05/2020,Jammu and Kashmir,1121,567,542,12
5440,18/05/2020,Jammu and Kashmir,1183,595,575,13
5441,19/05/2020,Jammu and Kashmir,1289,665,609,15
5442,20/05/2020,Jammu and Kashmir,1317,647,653,17
5443,21/05/2020,Jammu and Kashmir,1390,694,678,18
5444,22/05/2020,Jammu and Kashmir,1449,745,684,20
5445,23/05/2020,Jammu and Kashmir,1489,749,720,20
5446,24/05/2020,Jammu and Kashmir,1569,774,774,21
5447,25/05/2020,Jammu and Kashmir,1621,791,809,21
5448,26/05/2020,Jammu and Kashmir,1668,836,809,23
5449,27/05/2020,Jammu and Kashmir,1759,902,833,24
5450,28/05/2020,Jammu and Kashmir,1921,1041,854,26
5451,29/05/2020,Jammu and Kashmir,2036,1150,859,27
5452,30/05/2020,Jammu and Kashmir,2164,1261,875,28
5453,31/05/2020,Jammu and Kashmir,2341,1405,908,28
5454,01/06/2020,Jammu and Kashmir,2446,1491,927,28
5455,02/06/2020,Jammu and Kashmir,2601,1624,946,31
5456,03/06/2020,Jammu and Kashmir,2718,1732,953,33
5457,04/06/2020,Jammu and Kashmir,2857,1816,1007,34
5458,05/06/2020,Jammu and Kashmir,3142,2059,1048,35
5459,06/06/2020,Jammu and Kashmir,3324,2202,1086,36
5460,07/06/2020,Jammu and Kashmir,3467,2302,1126,39
5461,08/06/2020,Jammu and Kashmir,4087,2830,1216,41
5462,09/06/2020,Jammu and Kashmir,4285,2916,1324,45
5463,10/06/2020,Jammu and Kashmir,4346,2792,1506,48
5464,11/06/2020,Jammu and Kashmir,4507,2785,1671,51
5465,12/06/2020,Jammu and Kashmir,4574,2702,1820,52
5466,13/06/2020,Jammu and Kashmir,4730,2591,2086,53
5467,14/06/2020,Jammu and Kashmir,4878,2554,2269,55
5468,15/06/2020,Jammu and Kashmir,5041,2593,2389,59
5469,16/06/2020,Jammu and Kashmir,5220,2554,2604,62
5470,17/06/2020,Jammu and Kashmir,5298,2454,2781,63
5471,18/06/2020,Jammu and Kashmir,5406,2427,2914,65
5472,19/06/2020,Jammu and Kashmir,5555,2340,3144,71
5473,20/06/2020,Jammu and Kashmir,5680,2411,3194,75
5474,21/06/2020,Jammu and Kashmir,5834,2417,3336,81
5475,22/06/2020,Jammu and Kashmir,5956,2492,3382,82
5476,23/06/2020,Jammu and Kashmir,6088,2472,3531,85
5477,24/06/2020,Jammu and Kashmir,6236,2507,3642,87
5478,25/06/2020,Jammu and Kashmir,6422,2516,3818,88
5479,26/06/2020,Jammu and Kashmir,6549,2492,3967,90
5480,27/06/2020,Jammu and Kashmir,6762,2591,4080,91
5481,28/06/2020,Jammu and Kashmir,6966,2648,4225,93
5482,29/06/2020,Jammu and Kashmir,7093,2683,4316,94
5483,30/06/2020,Jammu and Kashmir,7237,2557,4585,95
5484,01/07/2020,Jammu and Kashmir,7497,2674,4722,101
5485,02/07/2020,Jammu and Kashmir,7695,2734,4856,105
5486,03/07/2020,Jammu and Kashmir,7849,2760,4974,115
5487,04/07/2020,Jammu and Kashmir,8019,2825,5075,119
5488,05/07/2020,Jammu and Kashmir,8246,2976,5143,127
5489,06/07/2020,Jammu and Kashmir,8429,3042,5255,132
5490,07/07/2020,Jammu and Kashmir,8675,3219,5318,138
5491,08/07/2020,Jammu and Kashmir,8931,3389,5399,143
5492,09/07/2020,Jammu and Kashmir,9261,3545,5567,149
5493,10/07/2020,Jammu and Kashmir,9501,3652,5695,154
5494,11/07/2020,Jammu and Kashmir,9888,3943,5786,159
5495,12/07/2020,Jammu and Kashmir,10156,4092,5895,169
5496,13/07/2020,Jammu and Kashmir,10513,4355,5979,179
5497,14/07/2020,Jammu and Kashmir,10827,4545,6095,187
5498,15/07/2020,Jammu and Kashmir,11173,4755,6223,195
5499,16/07/2020,Jammu and Kashmir,11666,5123,6337,206
5500,17/07/2020,Jammu and Kashmir,12156,5488,6446,222
5501,18/07/2020,Jammu and Kashmir,12757,5968,6558,231
5502,19/07/2020,Jammu and Kashmir,13198,5797,7165,236
5503,20/07/2020,Jammu and Kashmir,13899,5844,7811,244
5504,21/07/2020,Jammu and Kashmir,14650,6122,8274,254
5505,22/07/2020,Jammu and Kashmir,15258,6540,8455,263
5506,23/07/2020,Jammu and Kashmir,15711,6831,8607,273
5507,24/07/2020,Jammu and Kashmir,16429,7438,8709,282
5508,25/07/2020,Jammu and Kashmir,16782,7269,9217,296
5509,26/07/2020,Jammu and Kashmir,17305,7483,9517,305
5510,27/07/2020,Jammu and Kashmir,17920,7680,9928,312
5511,28/07/2020,Jammu and Kashmir,18390,7667,10402,321
5512,29/07/2020,Jammu and Kashmir,18879,7661,10885,333
5513,30/07/2020,Jammu and Kashmir,19419,7749,11322,348
5514,31/07/2020,Jammu and Kashmir,19869,7662,11842,365
5515,01/08/2020,Jammu and Kashmir,20359,7765,12217,377
5516,02/08/2020,Jammu and Kashmir,20972,7713,12871,388
5517,03/08/2020,Jammu and Kashmir,21416,7893,13127,396
5518,04/08/2020,Jammu and Kashmir,22006,7567,14032,407
5519,05/08/2020,Jammu and Kashmir,22396,7123,14856,417
5520,06/08/2020,Jammu and Kashmir,22955,7285,15244,426
5521,07/08/2020,Jammu and Kashmir,23454,7310,15708,436
5522,08/08/2020,Jammu and Kashmir,23927,7260,16218,449
5523,09/08/2020,Jammu and Kashmir,24390,7264,16667,459
5524,10/08/2020,Jammu and Kashmir,24897,7422,17003,472
5525,11/08/2020,Jammu and Kashmir,25367,7514,17375,478
5526,12/08/2020,Jammu and Kashmir,25931,7462,17979,490
5527,13/08/2020,Jammu and Kashmir,26413,7392,18523,498
5528,14/08/2020,Jammu and Kashmir,26949,7138,19302,509
5529,15/08/2020,Jammu and Kashmir,27489,7027,19942,520
5530,16/08/2020,Jammu and Kashmir,28021,6818,20676,527
5531,17/08/2020,Jammu and Kashmir,28470,6985,20943,542
5532,18/08/2020,Jammu and Kashmir,28892,7048,21296,548
5533,19/08/2020,Jammu and Kashmir,29326,6879,21886,561
5534,20/08/2020,Jammu and Kashmir,30034,6965,22497,572
5535,21/08/2020,Jammu and Kashmir,30717,6914,23225,578
5536,22/08/2020,Jammu and Kashmir,31371,6973,23805,593
5537,23/08/2020,Jammu and Kashmir,31981,6975,24398,608
5538,24/08/2020,Jammu and Kashmir,32647,7198,24832,617
5539,25/08/2020,Jammu and Kashmir,33075,7246,25205,624
5540,26/08/2020,Jammu and Kashmir,33776,7544,25594,638
5541,27/08/2020,Jammu and Kashmir,34480,7630,26193,657
5542,28/08/2020,Jammu and Kashmir,35135,7743,26721,671
5543,29/08/2020,Jammu and Kashmir,35831,7781,27372,678
5544,30/08/2020,Jammu and Kashmir,36377,7672,28020,685
5545,31/08/2020,Jammu and Kashmir,37163,7959,28510,694
5546,01/09/2020,Jammu and Kashmir,37698,7980,29015,703
5547,02/09/2020,Jammu and Kashmir,38223,8022,29484,717
5548,03/09/2020,Jammu and Kashmir,38864,8053,30079,732
5549,04/09/2020,Jammu and Kashmir,39943,8441,30759,743
5550,05/09/2020,Jammu and Kashmir,40990,8800,31435,755
5551,06/09/2020,Jammu and Kashmir,42241,9547,31924,770
5552,07/09/2020,Jammu and Kashmir,43557,10446,32327,784
5553,08/09/2020,Jammu and Kashmir,44570,11009,32760,801
5554,09/09/2020,Jammu and Kashmir,45925,11859,33251,815
5555,10/09/2020,Jammu and Kashmir,47542,12839,33871,832
5556,11/09/2020,Jammu and Kashmir,49134,14074,34215,845
5557,12/09/2020,Jammu and Kashmir,50712,15169,34689,854
5558,13/09/2020,Jammu and Kashmir,52410,16261,35285,864
5559,14/09/2020,Jammu and Kashmir,54096,17481,35737,878
5560,15/09/2020,Jammu and Kashmir,55325,18049,36381,895
5561,16/09/2020,Jammu and Kashmir,56654,18678,37062,914
5562,17/09/2020,Jammu and Kashmir,58244,19503,37809,932
5563,18/09/2020,Jammu and Kashmir,59711,20239,38521,951
5564,19/09/2020,Jammu and Kashmir,61041,20770,39305,966
5565,20/09/2020,Jammu and Kashmir,62533,21281,40265,987
5566,21/09/2020,Jammu and Kashmir,63990,22032,40957,1001
5567,22/09/2020,Jammu and Kashmir,65026,21887,42115,1024
5568,23/09/2020,Jammu and Kashmir,66261,21485,43734,1042
5569,24/09/2020,Jammu and Kashmir,67510,19918,46530,1062
5570,25/09/2020,Jammu and Kashmir,68614,19451,48079,1084
5571,26/09/2020,Jammu and Kashmir,69832,19170,49557,1105
5572,27/09/2020,Jammu and Kashmir,71049,18430,51494,1125
5573,28/09/2020,Jammu and Kashmir,72190,18199,52859,1132
5574,29/09/2020,Jammu and Kashmir,73014,17601,54267,1146
5575,30/09/2020,Jammu and Kashmir,74095,17414,55517,1164
5576,01/10/2020,Jammu and Kashmir,75070,17017,56872,1181
5577,02/10/2020,Jammu and Kashmir,76163,16413,58552,1198
5578,03/10/2020,Jammu and Kashmir,77253,16089,59952,1212
5579,04/10/2020,Jammu and Kashmir,78228,15646,61351,1231
5580,05/10/2020,Jammu and Kashmir,79106,15460,62404,1242
5581,06/10/2020,Jammu and Kashmir,79738,14696,63790,1252
5582,07/10/2020,Jammu and Kashmir,80476,13712,65496,1268
5583,08/10/2020,Jammu and Kashmir,81097,12131,67684,1282
5584,09/10/2020,Jammu and Kashmir,81793,11482,69020,1291
5585,10/10/2020,Jammu and Kashmir,82429,11144,69979,1306
5586,11/10/2020,Jammu and Kashmir,83064,10796,70955,1313
5587,12/10/2020,Jammu and Kashmir,83633,10466,71845,1322
5588,13/10/2020,Jammu and Kashmir,84031,9992,72706,1333
5589,14/10/2020,Jammu and Kashmir,84708,9866,73502,1340
5590,15/10/2020,Jammu and Kashmir,85409,9739,74318,1352
5591,16/10/2020,Jammu and Kashmir,86057,9058,75641,1358
5592,17/10/2020,Jammu and Kashmir,86754,8909,76479,1366
5593,18/10/2020,Jammu and Kashmir,87364,8704,77288,1372
5594,19/10/2020,Jammu and Kashmir,87942,8677,77886,1379
5595,20/10/2020,Jammu and Kashmir,88369,8314,78667,1388
5596,21/10/2020,Jammu and Kashmir,88958,8124,79437,1397
5597,22/10/2020,Jammu and Kashmir,89582,8088,80092,1402
5598,23/10/2020,Jammu and Kashmir,90166,7952,80802,1412
5599,24/10/2020,Jammu and Kashmir,90752,7842,81486,1424
5600,25/10/2020,Jammu and Kashmir,91329,7680,82219,1430
5601,26/10/2020,Jammu and Kashmir,91861,7565,82858,1438
5602,27/10/2020,Jammu and Kashmir,92225,7296,83485,1444
5603,28/10/2020,Jammu and Kashmir,92677,6990,84236,1451
5604,29/10/2020,Jammu and Kashmir,93213,6976,84782,1455
5605,30/10/2020,Jammu and Kashmir,93764,6928,85370,1466
5606,31/10/2020,Jammu and Kashmir,94330,6835,86024,1471
5607,01/11/2020,Jammu and Kashmir,94785,6419,86888,1478
5608,02/11/2020,Jammu and Kashmir,95325,6326,87517,1482
5609,03/11/2020,Jammu and Kashmir,95710,6080,88140,1490
5610,04/11/2020,Jammu and Kashmir,96188,5968,88718,1502
5611,05/11/2020,Jammu and Kashmir,96700,5935,89254,1511
5612,06/11/2020,Jammu and Kashmir,97224,5802,89905,1517
5613,07/11/2020,Jammu and Kashmir,97805,5745,90537,1523
5614,08/11/2020,Jammu and Kashmir,98337,5584,91225,1528
5615,09/11/2020,Jammu and Kashmir,98892,5678,91681,1533
5616,10/11/2020,Jammu and Kashmir,99352,5565,92245,1542
5617,11/11/2020,Jammu and Kashmir,99844,5415,92880,1549
5618,12/11/2020,Jammu and Kashmir,100351,5480,93313,1558
5619,13/11/2020,Jammu and Kashmir,100968,5578,93824,1566
5620,14/11/2020,Jammu and Kashmir,101594,5645,94375,1574
5621,15/11/2020,Jammu and Kashmir,102159,5728,94851,1580
5622,16/11/2020,Jammu and Kashmir,102619,5688,95342,1589
5623,17/11/2020,Jammu and Kashmir,103009,5588,95824,1597
5624,18/11/2020,Jammu and Kashmir,103581,5585,96392,1604
5625,19/11/2020,Jammu and Kashmir,104155,5570,96972,1613
5626,20/11/2020,Jammu and Kashmir,104715,5560,97537,1618
5627,21/11/2020,Jammu and Kashmir,105376,5678,98076,1622
5628,22/11/2020,Jammu and Kashmir,105984,5720,98640,1624
5629,23/11/2020,Jammu and Kashmir,106548,5700,99219,1629
5630,24/11/2020,Jammu and Kashmir,106899,5431,99827,1641
5631,25/11/2020,Jammu and Kashmir,107330,5357,100322,1651
5632,26/11/2020,Jammu and Kashmir,107819,5264,100892,1663
5633,27/11/2020,Jammu and Kashmir,108306,5275,101363,1668
5634,28/11/2020,Jammu and Kashmir,108871,5236,101959,1676
5635,29/11/2020,Jammu and Kashmir,109383,5112,102591,1680
5636,30/11/2020,Jammu and Kashmir,109854,5087,103082,1685
5637,01/12/2020,Jammu and Kashmir,110224,4965,103565,1694
5638,02/12/2020,Jammu and Kashmir,110678,4908,104068,1702
5639,03/12/2020,Jammu and Kashmir,111130,4951,104471,1708
5640,04/12/2020,Jammu and Kashmir,111712,5104,104890,1718
5641,05/12/2020,Jammu and Kashmir,112256,4989,105537,1730
5642,06/12/2020,Jammu and Kashmir,112757,5009,106006,1742
5643,07/12/2020,Jammu and Kashmir,113288,5170,106372,1746
5644,08/12/2020,Jammu and Kashmir,113568,5055,106758,1755
5645,09/12/2020,Jammu and Kashmir,114038,4995,107282,1761
5646,10/12/2020,Jammu and Kashmir,114407,5016,107624,1767
5647,11/12/2020,Jammu and Kashmir,114773,4848,108150,1775
5648,12/12/2020,Jammu and Kashmir,115207,4849,108572,1786
5649,13/12/2020,Jammu and Kashmir,115626,4831,109002,1793
5650,14/12/2020,Jammu and Kashmir,116008,4702,109507,1799
5651,15/12/2020,Jammu and Kashmir,116254,4558,109894,1802
5652,17/12/2020,Jammu and Kashmir,116932,4346,110769,1817
5653,18/12/2020,Jammu and Kashmir,117317,4327,111164,1826
5654,19/12/2020,Jammu and Kashmir,117705,4244,111628,1833
5655,20/12/2020,Jammu and Kashmir,118006,4076,112093,1837
5656,21/12/2020,Jammu and Kashmir,118263,3854,112568,1841
5657,22/12/2020,Jammu and Kashmir,118495,3625,113026,1844
5658,23/12/2020,Jammu and Kashmir,118803,3646,113307,1850
5659,24/12/2020,Jammu and Kashmir,119053,3555,113645,1853
5660,25/12/2020,Jammu and Kashmir,119344,3540,113944,1860
5661,26/12/2020,Jammu and Kashmir,119628,3414,114353,1861
5662,27/12/2020,Jammu and Kashmir,119877,3288,114722,1867
5663,28/12/2020,Jammu and Kashmir,120137,3284,114986,1867
5664,29/12/2020,Jammu and Kashmir,120293,3157,115261,1875
5665,30/12/2020,Jammu and Kashmir,120527,3088,115560,1879
5666,31/12/2020,Jammu and Kashmir,120744,3034,115830,1880
5667,03/01/2021,Jammu and Kashmir,121471,2999,116587,1885
5668,04/01/2021,Jammu and Kashmir,121653,2975,116792,1886
5669,05/01/2021,Jammu and Kashmir,121786,2684,117211,1891
5670,06/01/2021,Jammu and Kashmir,121923,2600,117426,1897
5671,07/01/2021,Jammu and Kashmir,122049,2459,117690,1900
5672,08/01/2021,Jammu and Kashmir,122176,2396,117877,1903
5673,09/01/2021,Jammu and Kashmir,122303,2241,118155,1907
5674,10/01/2021,Jammu and Kashmir,122425,2094,118422,1909
5675,11/01/2021,Jammu and Kashmir,122538,2011,118617,1910
5676,12/01/2021,Jammu and Kashmir,122651,1768,118972,1911
5677,13/01/2021,Jammu and Kashmir,122764,1682,119170,1912
5678,14/01/2021,Jammu and Kashmir,122885,1629,119344,1912
5679,15/01/2021,Jammu and Kashmir,122964,1468,119581,1915
5680,16/01/2021,Jammu and Kashmir,123108,1428,119760,1920
5681,17/01/2021,Jammu and Kashmir,123217,1280,120016,1921
5682,18/01/2021,Jammu and Kashmir,123343,1224,120198,1921
5683,19/01/2021,Jammu and Kashmir,123425,1111,120392,1922
5684,20/01/2021,Jammu and Kashmir,123538,1103,120512,1923
5685,21/01/2021,Jammu and Kashmir,123647,1099,120625,1923
5686,22/01/2021,Jammu and Kashmir,123764,1111,120729,1924
5687,23/01/2021,Jammu and Kashmir,123852,1098,120826,1928
5688,24/01/2021,Jammu and Kashmir,123946,1103,120914,1929
5689,25/01/2021,Jammu and Kashmir,124019,1103,120987,1929
5690,27/01/2021,Jammu and Kashmir,124157,1103,121124,1930
5691,28/01/2021,Jammu and Kashmir,124234,1050,121253,1931
5692,29/01/2021,Jammu and Kashmir,124297,963,121402,1932
5693,30/01/2021,Jammu and Kashmir,124373,823,121617,1933
5694,31/01/2021,Jammu and Kashmir,124449,761,121752,1936
5695,01/02/2021,Jammu and Kashmir,124506,748,121822,1936
5696,02/02/2021,Jammu and Kashmir,124550,709,121905,1936
5697,03/02/2021,Jammu and Kashmir,124594,668,121988,1938
5698,04/02/2021,Jammu and Kashmir,124659,669,122049,1941
5699,05/02/2021,Jammu and Kashmir,124719,652,122124,1943
5700,06/02/2021,Jammu and Kashmir,124785,654,122187,1944
5701,07/02/2021,Jammu and Kashmir,124850,631,122275,1944
5702,08/02/2021,Jammu and Kashmir,124909,630,122335,1944
5703,09/02/2021,Jammu and Kashmir,124952,593,122415,1944
5704,10/02/2021,Jammu and Kashmir,125007,593,122470,1944
5705,11/02/2021,Jammu and Kashmir,125052,605,122502,1945
5706,12/02/2021,Jammu and Kashmir,125117,628,122542,1947
5707,13/02/2021,Jammu and Kashmir,125208,634,122626,1948
5708,14/02/2021,Jammu and Kashmir,125268,616,122703,1949
5709,15/02/2021,Jammu and Kashmir,125341,622,122768,1951
5710,16/02/2021,Jammu and Kashmir,125405,617,122837,1951
5711,17/02/2021,Jammu and Kashmir,125463,629,122883,1951
5712,18/02/2021,Jammu and Kashmir,125547,657,122939,1951
5713,19/02/2021,Jammu and Kashmir,125634,688,122992,1954
5714,20/02/2021,Jammu and Kashmir,125715,702,123059,1954
5715,21/02/2021,Jammu and Kashmir,125783,700,123129,1954
5716,22/02/2021,Jammu and Kashmir,125867,721,123192,1954
5717,23/02/2021,Jammu and Kashmir,125925,735,123236,1954
5718,24/02/2021,Jammu and Kashmir,126019,766,123298,1955
5719,25/02/2021,Jammu and Kashmir,126093,771,123367,1955
5720,26/02/2021,Jammu and Kashmir,126201,820,123426,1955
5721,27/02/2021,Jammu and Kashmir,126286,803,123527,1956
5722,01/03/2021,Jammu and Kashmir,126441,823,123661,1957
5723,02/03/2021,Jammu and Kashmir,126504,829,123717,1958
5724,03/03/2021,Jammu and Kashmir,126589,820,123811,1958
5725,04/03/2021,Jammu and Kashmir,126693,875,123860,1958
5726,06/03/2021,Jammu and Kashmir,126853,891,124002,1960
5727,07/03/2021,Jammu and Kashmir,126932,882,124089,1961
5728,08/03/2021,Jammu and Kashmir,127044,892,124190,1962
5729,09/03/2021,Jammu and Kashmir,127114,871,124280,1963
5730,10/03/2021,Jammu and Kashmir,127191,859,124367,1965
5731,11/03/2021,Jammu and Kashmir,127288,899,124421,1968
5732,13/03/2021,Jammu and Kashmir,127436,887,124578,1971
5733,14/03/2021,Jammu and Kashmir,127535,881,124680,1974
5734,15/03/2021,Jammu and Kashmir,127640,920,124746,1974
5735,16/03/2021,Jammu and Kashmir,127734,937,124823,1974
5736,17/03/2021,Jammu and Kashmir,127831,973,124882,1976
5737,18/03/2021,Jammu and Kashmir,127957,1008,124972,1977
5738,19/03/2021,Jammu and Kashmir,128097,1073,125046,1978
5739,20/03/2021,Jammu and Kashmir,128249,1152,125118,1979
5740,21/03/2021,Jammu and Kashmir,128389,1191,125218,1980
5741,22/03/2021,Jammu and Kashmir,128547,1290,125276,1981
5742,23/03/2021,Jammu and Kashmir,128679,1336,125362,1981
5743,24/03/2021,Jammu and Kashmir,128836,1410,125443,1983
5744,25/03/2021,Jammu and Kashmir,129031,1513,125535,1983
5745,27/03/2021,Jammu and Kashmir,129413,1681,125748,1984
5746,28/03/2021,Jammu and Kashmir,129684,1813,125886,1985
5747,29/03/2021,Jammu and Kashmir,129993,2001,126003,1989
5748,30/03/2021,Jammu and Kashmir,130228,2110,126129,1989
5749,31/03/2021,Jammu and Kashmir,130587,2293,126304,1990
5750,01/04/2021,Jammu and Kashmir,130960,2531,126435,1994
5751,02/04/2021,Jammu and Kashmir,131421,2874,126549,1998
5752,03/04/2021,Jammu and Kashmir,131938,3215,126720,2003
5753,04/04/2021,Jammu and Kashmir,132439,3574,126860,2005
5754,05/04/2021,Jammu and Kashmir,133012,3955,127049,2008
5755,06/04/2021,Jammu and Kashmir,133454,4154,127290,2010
5756,07/04/2021,Jammu and Kashmir,134015,4483,127520,2012
5757,08/04/2021,Jammu and Kashmir,134827,5035,127774,2018
5758,09/04/2021,Jammu and Kashmir,135662,5623,128020,2019
5759,10/04/2021,Jammu and Kashmir,136470,6115,128332,2023
5760,11/04/2021,Jammu and Kashmir,137475,6755,128691,2029
5761,12/04/2021,Jammu and Kashmir,138390,7335,129021,2034
5762,13/04/2021,Jammu and Kashmir,139381,7908,129439,2034
5763,14/04/2021,Jammu and Kashmir,140650,8681,129932,2037
5764,15/04/2021,Jammu and Kashmir,141736,9390,130304,2042
5765,16/04/2021,Jammu and Kashmir,142877,10040,130791,2046
5766,17/04/2021,Jammu and Kashmir,144021,10620,131353,2048
5767,18/04/2021,Jammu and Kashmir,145166,10910,132205,2051
5768,19/04/2021,Jammu and Kashmir,146692,11467,133168,2057
5769,02/04/2020,Jharkhand,1,1,0,0
5770,03/04/2020,Jharkhand,2,2,0,0
5771,04/04/2020,Jharkhand,2,2,0,0
5772,05/04/2020,Jharkhand,2,2,0,0
5773,06/04/2020,Jharkhand,3,3,0,0
5774,07/04/2020,Jharkhand,4,4,0,0
5775,08/04/2020,Jharkhand,4,4,0,0
5776,09/04/2020,Jharkhand,4,4,0,0
5777,10/04/2020,Jharkhand,13,12,0,1
5778,11/04/2020,Jharkhand,14,13,0,1
5779,12/04/2020,Jharkhand,17,16,0,1
5780,13/04/2020,Jharkhand,19,17,0,2
5781,14/04/2020,Jharkhand,24,22,0,2
5782,15/04/2020,Jharkhand,27,25,0,2
5783,16/04/2020,Jharkhand,28,26,0,2
5784,17/04/2020,Jharkhand,28,26,0,2
5785,18/04/2020,Jharkhand,33,31,0,2
5786,19/04/2020,Jharkhand,34,32,0,2
5787,20/04/2020,Jharkhand,42,40,0,2
5788,21/04/2020,Jharkhand,46,44,0,2
5789,22/04/2020,Jharkhand,45,42,0,3
5790,23/04/2020,Jharkhand,49,38,8,3
5791,24/04/2020,Jharkhand,53,42,8,3
5792,25/04/2020,Jharkhand,57,46,8,3
5793,26/04/2020,Jharkhand,67,51,13,3
5794,27/04/2020,Jharkhand,82,66,13,3
5795,28/04/2020,Jharkhand,82,66,13,3
5796,29/04/2020,Jharkhand,103,83,17,3
5797,30/04/2020,Jharkhand,107,85,19,3
5798,01/05/2020,Jharkhand,109,86,20,3
5799,02/05/2020,Jharkhand,111,88,20,3
5800,03/05/2020,Jharkhand,115,90,22,3
5801,04/05/2020,Jharkhand,115,90,22,3
5802,05/05/2020,Jharkhand,115,85,27,3
5803,06/05/2020,Jharkhand,125,89,33,3
5804,07/05/2020,Jharkhand,127,87,37,3
5805,08/05/2020,Jharkhand,132,88,41,3
5806,09/05/2020,Jharkhand,132,77,52,3
5807,10/05/2020,Jharkhand,156,75,78,3
5808,11/05/2020,Jharkhand,157,76,78,3
5809,12/05/2020,Jharkhand,160,79,78,3
5810,13/05/2020,Jharkhand,172,90,79,3
5811,14/05/2020,Jharkhand,173,91,79,3
5812,15/05/2020,Jharkhand,197,107,87,3
5813,16/05/2020,Jharkhand,203,113,87,3
5814,17/05/2020,Jharkhand,217,101,113,3
5815,18/05/2020,Jharkhand,223,107,113,3
5816,19/05/2020,Jharkhand,223,107,113,3
5817,20/05/2020,Jharkhand,231,101,127,3
5818,21/05/2020,Jharkhand,231,101,127,3
5819,22/05/2020,Jharkhand,290,158,129,3
5820,23/05/2020,Jharkhand,308,169,136,3
5821,24/05/2020,Jharkhand,350,205,141,4
5822,25/05/2020,Jharkhand,370,218,148,4
5823,26/05/2020,Jharkhand,377,225,148,4
5824,27/05/2020,Jharkhand,426,247,175,4
5825,28/05/2020,Jharkhand,448,259,185,4
5826,29/05/2020,Jharkhand,469,253,212,4
5827,30/05/2020,Jharkhand,511,290,216,5
5828,31/05/2020,Jharkhand,563,302,256,5
5829,01/06/2020,Jharkhand,610,349,256,5
5830,02/06/2020,Jharkhand,659,358,296,5
5831,03/06/2020,Jharkhand,712,387,320,5
5832,04/06/2020,Jharkhand,752,426,321,5
5833,05/06/2020,Jharkhand,793,433,354,6
5834,06/06/2020,Jharkhand,881,464,410,7
5835,07/06/2020,Jharkhand,1000,520,473,7
5836,08/06/2020,Jharkhand,1099,602,490,7
5837,09/06/2020,Jharkhand,1256,730,519,7
5838,10/06/2020,Jharkhand,1411,844,559,8
5839,11/06/2020,Jharkhand,1489,889,592,8
5840,12/06/2020,Jharkhand,1599,961,630,8
5841,13/06/2020,Jharkhand,1617,937,672,8
5842,14/06/2020,Jharkhand,1711,887,816,8
5843,15/06/2020,Jharkhand,1745,832,905,8
5844,16/06/2020,Jharkhand,1763,850,905,8
5845,17/06/2020,Jharkhand,1839,709,1121,9
5846,18/06/2020,Jharkhand,1895,734,1151,10
5847,19/06/2020,Jharkhand,1920,711,1198,11
5848,20/06/2020,Jharkhand,1965,622,1332,11
